Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,BoilGravityMod
1108,20.82,1.065,1.015,6.53,27.37,3.81,28.39,60,80.0,1.2,Specific Gravity,All Grain,,,1.042
1109,20.82,1.057,1.014,5.62,59.39,10.68,11.36,60,35.0,,Specific Gravity,extract,0.35,18.33,1.048
1110,12.3,1.058,1.014,5.82,34.12,3.71,15.14,60,75.0,1.31,Specific Gravity,All Grain,,,1.058
1111,25.0,1.037,1.009,3.73,0.0,2.86,30.0,60,75.0,3.0,Specific Gravity,All Grain,,,1.047
1112,20.82,1.075,1.025,6.75,0.0,17.52,30.28,60,65.0,,Specific Gravity,All Grain,,,1.05
1113,20.82,1.054,1.01,5.73,36.8,6.21,26.5,60,77.0,1.5,Specific Gravity,All Grain,0.5,19.44,1.035
1114,19.87,1.051,1.012,5.14,29.98,15.01,11.36,70,45.0,,Specific Gravity,extract,0.35,20.0,1.086
1115,18.93,1.0590000000000002,1.014,5.87,57.46,14.68,26.5,60,70.0,1.5,Specific Gravity,All Grain,1.0,20.56,1.057
1116,45.42,1.0590000000000002,1.015,5.85,0.0,45.99,54.89,60,60.0,1.25,Specific Gravity,All Grain,,,1.0490000000000002
1117,18.0,1.047,1.012,4.58,18.25,3.94,22.0,90,60.0,5.0,Specific Gravity,All Grain,1.0,,1.044
1118,878.22,1.05,1.008,5.43,18.15,4.49,991.78,60,70.0,1.25,Specific Gravity,All Grain,0.75,20.0,1.0490000000000002
1119,15.14,1.046,1.009,4.89,0.0,3.31,17.98,60,78.0,,Specific Gravity,BIAB,0.75,20.0,1.039
1120,20.82,1.079,1.021,7.65,136.51,4.84,26.5,90,70.0,1.0,Specific Gravity,All Grain,0.5,,1.039
1121,20.82,1.061,1.01,6.64,36.58,17.43,26.5,60,83.0,1.33,Specific Gravity,All Grain,0.5,18.33,1.156
1122,20.82,1.0590000000000002,1.015,5.76,42.16,9.0,11.36,60,70.0,,Specific Gravity,Partial Mash,,,1.073
1123,41.64,1.084,1.018,8.6,99.21,9.87,49.21,60,62.0,1.25,Specific Gravity,All Grain,1.25,21.11,1.3286333398552141
1124,18.93,1.055,1.009,5.94,328.96,6.77,28.39,90,50.0,,Specific Gravity,BIAB,,,1.3408930163447252
1125,21.0,1.046,1.012,4.55,17.2,12.43,11.0,60,35.0,,Specific Gravity,extract,,16.0,1.054
1126,19.87,1.065,1.012,6.92,63.32,8.5,28.39,60,73.0,,Specific Gravity,All Grain,0.75,,1.035
1127,20.0,1.041,1.009,4.16,34.69,5.42,24.0,60,60.0,,Specific Gravity,BIAB,,20.0,1.037
1128,41.64,1.033,1.005,3.69,7.17,2.92,43.53,30,70.0,1.5,Specific Gravity,All Grain,0.35,,1.0659999999999998
1129,20.82,1.055,1.01,5.95,66.83,4.47,28.39,60,60.0,1.5,Specific Gravity,All Grain,1.25,,1.055
1130,20.82,1.047,1.012,4.58,16.37,5.05,28.39,60,75.0,1.5,Specific Gravity,All Grain,,,1.054
1131,15.14,1.0659999999999998,1.014,6.81,73.56,6.66,18.93,60,70.0,1.5,Specific Gravity,All Grain,,21.11,1.055
1132,65.0,1.065,1.012,7.0,62.58,13.43,78.3,60,60.0,3.0,Specific Gravity,All Grain,1.0,19.0,1.038
1133,37.85,1.08,1.02,7.9,200.0,7.55,56.78,90,62.0,1.0,Specific Gravity,All Grain,,,1.04
1134,12.0,1.051,1.013,5.03,30.94,14.26,9.0,60,50.0,,Specific Gravity,Partial Mash,,,1.026
1135,23.0,13.6245,2.51925,5.96,52.76,9.26,29.0,75,78.0,3.5,Plato,All Grain,,22.0,1.042
1136,4.0,1.062,1.013,6.39,88.15,5.92,6.0,60,75.0,2.5,Specific Gravity,All Grain,0.35,20.0,1.041
1137,28.58,1.052,1.012,5.27,36.45,7.02,37.1,90,78.0,1.5,Specific Gravity,All Grain,,,1.05
1138,22.0,1.053,1.013,5.22,27.07,14.32,28.5,60,70.0,,Specific Gravity,All Grain,,,1.052
1139,28.39,1.055,1.012,5.69,36.71,6.58,37.85,90,75.0,1.5,Specific Gravity,All Grain,1.0,15.56,10.9
1140,18.93,1.069,1.019,6.54,69.53,50.0,24.61,90,70.0,1.5,Specific Gravity,All Grain,,,1.3408930163447252
1141,25.0,1.0490000000000002,1.009,5.19,31.0,5.99,30.0,60,60.0,,Specific Gravity,BIAB,0.5,20.0,1.0490000000000002
1142,20.82,1.071,1.013,7.71,37.73,6.03,26.5,60,70.0,1.3330000000000002,Specific Gravity,All Grain,,26.67,1.04
1143,8.0,1.064,1.015,6.36,52.95,7.81,14.0,60,75.0,,Specific Gravity,BIAB,,,1.0759999999999998
1144,13.0,1.062,1.013,6.43,53.51,6.93,20.6,90,65.0,4.0,Specific Gravity,All Grain,1.25,20.0,1.057
1145,22.0,1.057,1.01,6.15,47.32,9.79,30.0,60,65.0,,Specific Gravity,BIAB,,18.0,1.054
1146,8.0,1.057,1.011,6.02,23.12,4.22,10.0,60,70.0,3.0,Specific Gravity,All Grain,1.0,21.0,1.051
1147,20.82,1.069,1.014,7.28,74.27,6.49,24.61,60,70.0,1.25,Specific Gravity,All Grain,,,1.037
1148,20.82,1.055,1.012,5.71,0.0,6.21,11.36,60,35.0,,Specific Gravity,extract,,,1.039
1149,11.36,1.045,1.013,4.28,26.55,2.48,15.14,60,75.0,,Specific Gravity,All Grain,0.35,16.11,1.05
1150,21.96,1.048,1.012,4.65,24.23,13.44,29.53,60,65.0,1.25,Specific Gravity,All Grain,,20.0,1.052
1151,15.0,1.055,1.011,5.74,44.24,7.09,18.0,60,58.0,3.0,Specific Gravity,All Grain,,18.0,1.04
1152,15.0,1.04,1.008,4.19,25.12,2.97,23.0,60,65.0,,Specific Gravity,BIAB,0.75,21.0,1.045
1153,20.82,1.058,1.016,5.54,48.91,20.97,22.71,60,70.0,1.5,Specific Gravity,All Grain,0.35,18.33,1.046
1154,21.0,1.065,1.015,6.6,98.5,4.29,28.5,60,70.0,,Specific Gravity,BIAB,,22.0,1.055
1155,20.82,1.067,1.012,7.17,85.17,6.3,28.39,60,80.0,1.25,Specific Gravity,All Grain,1.25,,1.04
1156,20.82,1.056,1.016,5.29,38.68,15.76,26.5,60,85.0,1.25,Specific Gravity,All Grain,1.0,20.0,1.046
1157,18.93,1.064,1.011,7.24,63.11,5.18,24.98,75,75.0,1.74,Specific Gravity,All Grain,0.75,19.44,1.046
1158,18.5,14.6239,5.53244,4.95,0.0,21.72,24.0,60,61.0,4.0,Plato,All Grain,,,1.119
1159,39.75,1.056,1.013,5.61,27.48,16.62,46.03,60,80.0,1.75,Specific Gravity,All Grain,0.5,20.0,1.038
1160,18.93,1.045,1.012,4.35,22.98,3.84,22.71,60,35.0,,Specific Gravity,extract,,20.0,1.044
1161,30.28,1.052,1.012,5.26,32.98,4.49,43.53,60,60.0,,Specific Gravity,BIAB,,25.0,1.051
1162,18.93,1.053,1.01,5.61,37.21,6.38,9.46,60,25.0,,Specific Gravity,extract,,,1.0659999999999998
1163,225.0,11.3817,1.95092,5.01,35.39,6.26,250.0,60,85.0,4.0,Plato,All Grain,,22.0,1.039
1164,45.42,1.07,1.015,7.15,45.5,10.01,53.0,60,62.0,,Specific Gravity,All Grain,,,1.046
1165,18.93,1.057,1.014,5.62,43.58,8.11,11.36,60,35.0,,Specific Gravity,extract,,,1.042
1166,22.0,1.062,1.012,6.55,39.11,32.9,23.0,60,63.0,,Specific Gravity,BIAB,,18.0,1.034
1167,20.82,1.05,1.013,4.82,20.08,5.0,24.98,60,75.0,,Specific Gravity,BIAB,0.75,22.22,1.053
1168,20.82,1.072,1.013,7.75,77.11,9.09,27.44,60,72.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.041
1169,20.0,1.055,1.01,5.87,62.94,7.55,29.0,60,65.0,,Specific Gravity,BIAB,0.75,18.0,1.044
1170,22.71,1.065,1.011,7.07,25.93,11.86,11.36,60,35.0,,Specific Gravity,extract,1.0,17.78,1.061
1171,14.2,1.0659999999999998,1.012,7.08,0.0,4.1,17.03,60,65.0,1.5,Specific Gravity,All Grain,,,1.031
1172,1100.0,1.054,1.01,5.77,0.0,3.49,1150.0,60,75.0,8.3,Specific Gravity,All Grain,0.75,20.0,1.071
1173,40.0,1.041,1.008,4.31,27.61,6.57,45.0,90,70.0,2.5,Specific Gravity,All Grain,2.0,10.0,1.04
1174,60.0,1.062,1.011,6.71,35.74,11.81,75.0,60,70.0,3.0,Specific Gravity,All Grain,,20.0,9.1
1175,40.0,1.045,1.01,4.6,40.27,8.57,48.0,60,75.0,3.0,Specific Gravity,All Grain,,20.0,1.051
1176,20.82,1.056,1.009,6.07,59.49,9.28,28.39,60,75.0,1.5,Specific Gravity,All Grain,2.0,17.78,1.2428501978518935
1177,20.82,1.07,1.019,6.65,55.2,15.33,30.28,60,70.0,1.2,Specific Gravity,All Grain,0.35,19.44,1.077
1178,20.82,1.089,1.023,8.61,80.24,6.55,30.28,90,75.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.046
1179,40.0,1.052,1.011,5.35,62.81,4.07,44.0,60,60.0,3.0,Specific Gravity,All Grain,0.35,22.0,1.0490000000000002
1180,10.0,1.058,1.017,5.41,27.65,26.12,12.0,60,75.0,,Specific Gravity,Partial Mash,,,1.043
1181,20.82,1.044,1.009,4.57,33.76,12.31,26.5,60,65.0,1.5,Specific Gravity,All Grain,0.35,19.44,1.058
1182,62.46,1.069,1.013,7.31,67.24,7.93,70.03,60,70.0,1.5,Specific Gravity,All Grain,,,1.046
1183,37.85,1.065,1.015,6.55,65.18,50.0,45.42,60,70.0,1.25,Specific Gravity,All Grain,,18.33,1.057
1184,20.82,1.063,1.012,6.67,73.6,6.26,11.36,60,35.0,,Specific Gravity,extract,,21.11,1.055
1185,20.0,1.065,1.014,6.7,19.21,7.2,25.0,60,70.0,3.0,Specific Gravity,All Grain,,,1.045
1186,5.68,1.0590000000000002,1.011,6.31,30.03,10.46,9.46,60,69.0,,Specific Gravity,BIAB,0.35,19.44,1.06
1187,17.0,1.052,1.01,5.51,44.7,4.89,24.0,60,65.0,,Specific Gravity,BIAB,2.0,21.0,1.043
1188,20.82,1.06,1.012,6.3,22.31,6.5,22.71,60,70.0,1.1,Specific Gravity,All Grain,0.35,18.33,1.031
1189,45.42,1.085,1.015,9.21,152.9,6.37,56.4,90,90.0,1.25,Specific Gravity,All Grain,1.25,20.56,1.056
1190,20.0,1.051,1.014,4.81,17.96,4.08,28.0,60,55.0,,Specific Gravity,BIAB,0.75,18.0,1.05
1191,23.0,1.06,1.01,6.58,42.36,8.37,32.0,60,75.0,3.5,Specific Gravity,All Grain,0.75,19.0,1.043
1192,18.93,1.06,1.016,5.86,60.42,10.2,11.36,60,35.0,,Specific Gravity,extract,0.5,21.11,1.054
1193,20.82,1.07,1.019,6.65,35.06,6.94,26.5,60,75.0,,Specific Gravity,All Grain,0.35,20.56,1.048
1194,21.0,1.0659999999999998,1.01,7.32,49.3,36.78,28.5,60,55.0,,Specific Gravity,All Grain,,18.0,1.031
1195,18.93,1.06,1.014,6.0,65.65,4.41,24.11,60,60.0,1.25,Specific Gravity,All Grain,1.0,23.89,1.041
1196,9.46,1.04,1.012,3.71,31.15,7.44,7.57,45,35.0,,Specific Gravity,extract,,,1.038
1197,22.71,1.055,1.014,5.43,26.5,19.56,26.5,90,80.0,1.25,Specific Gravity,All Grain,0.75,18.33,1.044
1198,113.56,1.041,1.01,4.02,18.67,2.75,136.27,60,83.0,,Specific Gravity,All Grain,,,1.048
1199,3000.0,12.4213,3.10029,4.99,53.0,8.02,3011.4,60,70.0,2.6,Plato,All Grain,0.75,21.0,1.0490000000000002
1200,42.0,1.037,1.007,3.9,12.42,5.6,22.0,60,70.0,2.5,Specific Gravity,All Grain,,22.0,1.0659999999999998
1201,20.82,1.062,1.016,6.13,63.83,7.01,19.53,60,80.0,1.25,Specific Gravity,All Grain,1.0,21.11,1.0590000000000002
1202,16.0,1.069,1.019,6.59,34.0,6.78,21.0,60,70.0,4.0,Specific Gravity,All Grain,0.5,18.0,1.044
1203,20.82,1.053,1.012,5.38,37.65,4.06,28.39,90,72.0,1.5,Specific Gravity,All Grain,1.0,17.78,1.037
1204,19.87,1.05,1.01,5.34,53.71,6.39,24.61,60,35.0,,Specific Gravity,extract,0.35,21.11,1.055
1205,20.82,1.053,1.013,5.21,55.61,35.79,11.36,60,35.0,,Specific Gravity,extract,,,1.091
1206,18.93,1.075,1.021,7.09,102.86,6.02,18.93,60,35.0,,Specific Gravity,extract,1.0,19.44,1.055
1207,20.82,1.056,1.016,5.28,36.95,9.2,26.5,60,76.0,,Specific Gravity,BIAB,1.0,15.56,1.046
1208,10.0,1.058,1.016,5.51,52.41,8.58,6.0,60,75.0,,Specific Gravity,Partial Mash,,20.0,1.056
1209,22.71,1.053,1.012,5.34,23.28,7.07,30.28,60,50.0,,Specific Gravity,BIAB,,21.11,1.052
1210,20.82,1.077,1.019,7.72,83.21,9.51,28.39,90,70.0,1.5,Specific Gravity,All Grain,0.5,21.11,1.048
1211,30.0,1.085,1.021,8.39,96.98,40.0,35.0,90,70.0,,Specific Gravity,All Grain,0.5,20.0,1.039
1212,28.0,1.063,1.016,6.16,65.15,11.49,24.0,60,70.0,3.0,Specific Gravity,All Grain,,,1.077
1213,20.82,1.064,1.017,6.15,20.15,15.26,26.5,60,65.0,1.5,Specific Gravity,All Grain,0.35,20.0,1.2661630837657525
1214,7.57,1.054,1.015,5.1,26.88,13.65,11.36,60,75.0,3.0,Specific Gravity,All Grain,0.75,21.67,1.03
1215,25.0,1.074,1.021,6.98,83.01,19.85,30.0,90,75.0,,Specific Gravity,All Grain,,20.0,1.096
1216,38.0,1.056,1.013,5.56,49.72,7.49,48.0,60,72.0,2.5,Specific Gravity,All Grain,,,1.05
1217,20.82,1.07,1.015,7.29,54.52,50.0,26.5,75,78.0,2.0,Specific Gravity,All Grain,1.0,16.67,1.034
1218,22.0,1.058,1.008,6.56,57.79,7.52,28.0,60,69.0,3.3,Specific Gravity,All Grain,0.75,20.0,1.048
1219,18.93,1.072,1.017,7.2,65.85,7.58,26.5,60,65.0,2.5,Specific Gravity,All Grain,1.0,17.78,1.068
1220,15.0,1.071,1.02,6.73,43.15,13.74,20.0,60,70.0,3.1,Specific Gravity,All Grain,,18.0,1.04
1221,22.0,1.064,1.017,6.16,50.43,7.27,28.5,60,75.0,3.0,Specific Gravity,All Grain,1.0,19.0,1.0490000000000002
1222,20.82,1.0490000000000002,1.014,4.7,54.58,7.63,28.39,90,55.0,1.23,Specific Gravity,All Grain,0.35,18.89,1.044
1223,21.77,1.058,1.012,6.08,47.1,6.92,30.28,60,73.0,,Specific Gravity,BIAB,,,1.084
1224,22.71,1.045,1.013,4.21,39.88,3.49,28.39,45,75.0,1.25,Specific Gravity,All Grain,,15.56,1.03
1225,20.82,1.061,1.021,5.27,42.59,8.04,24.61,60,70.0,1.5,Specific Gravity,All Grain,0.35,,1.052
1226,25.0,1.0659999999999998,1.017,6.4,64.92,6.07,28.0,60,71.0,3.0,Specific Gravity,All Grain,0.5,18.0,1.046
1227,17.0,1.041,1.01,4.08,34.55,9.84,28.5,75,54.0,3.0,Specific Gravity,All Grain,,19.0,1.065
1228,19.0,1.045,1.008,4.86,24.12,10.93,23.0,60,80.0,,Specific Gravity,Partial Mash,0.35,18.0,10.1
1229,117.35,1.088,1.022,8.66,129.98,6.64,124.92,60,85.0,1.25,Specific Gravity,All Grain,0.35,20.0,1.065
1230,22.71,1.058,1.01,6.3,65.12,9.04,28.39,60,70.0,1.5,Specific Gravity,All Grain,,20.0,1.043
1231,20.82,1.069,1.016,6.89,80.23,38.9,26.5,60,70.0,1.5,Specific Gravity,All Grain,0.75,16.67,1.019
1232,45.0,1.054,1.01,5.81,58.82,10.0,60.0,90,56.0,4.0,Specific Gravity,All Grain,,18.0,1.041
1233,20.82,1.051,1.008,5.57,75.12,3.4,28.39,60,70.0,1.4,Specific Gravity,All Grain,0.35,20.0,1.043
1234,25.0,1.06,1.015,5.91,29.27,5.04,25.0,60,80.0,3.0,Specific Gravity,All Grain,,,1.061
1235,20.82,1.079,1.021,7.65,25.7,19.71,28.39,60,70.0,1.4,Specific Gravity,All Grain,,,1.048
1236,21.77,1.055,1.009,6.06,32.2,7.14,24.61,60,80.0,1.5,Specific Gravity,All Grain,0.35,18.33,1.039
1237,22.0,1.045,1.009,4.68,21.75,3.65,10.0,60,35.0,,Specific Gravity,extract,,,1.3286333398552141
1238,20.82,1.08,1.026,7.18,85.24,5.99,24.61,75,70.0,1.5,Specific Gravity,All Grain,,18.89,1.088
1239,20.82,1.073,1.018,7.21,84.78,11.06,22.71,30,35.0,,Specific Gravity,extract,1.5,18.33,1.056
1240,24.61,1.073,1.016,7.54,72.84,7.5,30.28,60,75.0,1.4,Specific Gravity,All Grain,,,1.028
1241,20.82,1.062,1.016,6.15,121.51,7.1,28.39,60,70.0,,Specific Gravity,BIAB,,20.0,1.0590000000000002
1242,20.82,1.086,1.021,8.57,81.33,10.94,15.14,90,75.0,,Specific Gravity,Partial Mash,0.35,20.0,1.071
1243,18.93,1.06,1.015,5.9,24.96,23.94,22.71,60,84.0,1.33,Specific Gravity,All Grain,,21.11,1.04
1244,21.0,1.042,1.011,4.05,19.99,2.71,8.0,60,35.0,,Specific Gravity,extract,0.75,,1.043
1245,21.0,1.016,1.004,1.56,0.0,2.32,28.5,60,35.0,3.0,Specific Gravity,All Grain,,,1.075
1246,37.85,1.055,1.01,5.94,41.72,6.08,45.42,60,60.0,,Specific Gravity,BIAB,,,1.053
1247,19.0,1.057,1.014,5.66,67.42,3.7,22.0,60,66.0,,Specific Gravity,BIAB,1.0,20.0,1.3408930163447252
1248,12.0,1.067,1.017,6.58,0.0,6.11,15.0,60,75.0,3.0,Specific Gravity,All Grain,,,1.139
1249,18.0,1.046,1.013,4.34,38.86,9.57,14.0,60,60.0,1.0,Specific Gravity,All Grain,,,1.041
1250,20.82,1.068,1.015,6.96,62.96,9.86,28.39,60,70.0,1.24,Specific Gravity,All Grain,,21.11,1.043
1251,20.82,1.065,1.018,6.17,37.22,8.6,28.39,60,75.0,1.67,Specific Gravity,All Grain,,20.0,1.029
1252,13.0,1.081,1.02,7.95,57.24,5.48,16.0,60,72.0,3.0,Specific Gravity,All Grain,,18.0,1.0490000000000002
1253,20.0,14.4692,2.86007,6.45,71.05,9.61,28.5,60,75.0,3.0,Plato,All Grain,,18.0,1.0590000000000002
1254,41.64,1.053,1.01,5.63,41.05,5.94,49.21,60,70.0,1.25,Specific Gravity,All Grain,,20.0,11.9
1255,20.82,1.009,1.002,0.93,0.0,1.12,28.39,60,70.0,,Specific Gravity,BIAB,,,1.053
1256,20.82,1.051,1.014,4.9,32.0,4.43,22.71,45,75.0,,Specific Gravity,BIAB,,,1.105
1257,24.61,1.085,1.021,8.44,43.12,7.36,27.75,60,75.0,1.5,Specific Gravity,All Grain,0.35,18.33,1.039
1258,23.0,1.068,1.011,7.41,139.37,7.29,30.0,60,68.0,2.5,Specific Gravity,All Grain,,15.0,1.05
1259,18.93,1.058,1.013,5.89,74.28,10.9,22.71,60,50.0,,Specific Gravity,extract,0.5,18.33,1.0490000000000002
1260,19.87,1.046,1.011,4.55,72.07,7.79,28.39,60,65.0,1.5,Specific Gravity,All Grain,0.35,20.0,1.039
1261,41.64,1.065,1.016,6.36,72.64,4.98,49.21,60,75.0,1.5,Specific Gravity,All Grain,,,1.033
1262,60.0,1.018,1.004,1.85,53.06,4.42,60.0,60,35.0,3.0,Specific Gravity,All Grain,,,1.12
1263,18.0,1.043,1.012,4.08,18.98,3.0,19.0,90,75.0,3.0,Specific Gravity,All Grain,,21.0,1.0590000000000002
1264,21.5,1.077,1.018,7.77,60.69,5.72,28.4,60,75.0,2.0,Specific Gravity,All Grain,,19.0,1.042
1265,36.0,12.116,2.99875,4.87,41.98,6.22,36.0,60,78.0,3.5,Plato,All Grain,0.75,20.0,1.035
1266,7.57,1.069,1.016,6.89,68.28,8.98,15.14,60,75.0,2.0,Specific Gravity,All Grain,0.35,20.0,1.052
1267,20.82,1.051,1.012,5.1,22.87,4.19,22.71,60,75.0,,Specific Gravity,BIAB,0.5,15.56,1.046
1268,18.93,1.079,1.02,7.73,0.0,5.56,30.28,60,75.0,,Specific Gravity,All Grain,,,1.095
1269,11.36,1.068,1.012,7.39,73.72,14.85,15.14,60,67.0,,Specific Gravity,BIAB,,21.11,1.043
1270,25.0,1.058,1.01,6.29,31.22,5.84,30.0,70,70.0,6.5,Specific Gravity,All Grain,,19.0,1.103
1271,3.79,1.065,1.004,8.02,210.76,21.03,5.68,60,60.0,,Specific Gravity,BIAB,1.25,20.0,1.091
1272,20.82,1.061,1.014,6.2,53.67,5.96,11.36,60,35.0,,Specific Gravity,extract,0.5,20.0,1.042
1273,21.0,1.045,1.007,4.89,57.09,9.28,28.5,60,75.0,,Specific Gravity,BIAB,,18.0,1.054
1274,18.93,1.0490000000000002,1.01,5.09,26.47,6.63,28.39,60,63.0,,Specific Gravity,BIAB,1.25,,9.2
1275,25.0,1.045,1.008,4.86,20.16,3.68,30.0,60,75.0,,Specific Gravity,All Grain,1.0,21.0,1.045
1276,23.0,1.051,1.008,5.57,43.24,8.12,30.0,60,70.0,3.6,Specific Gravity,All Grain,0.75,18.5,1.038
1277,56.78,1.05,1.013,5.05,7.02,3.66,68.14,60,68.0,1.25,Specific Gravity,All Grain,,,1.057
1278,13.0,1.063,1.01,6.91,103.44,4.76,18.5,60,65.0,,Specific Gravity,BIAB,,20.0,1.05
1279,7.57,1.045,1.008,4.82,21.34,4.13,11.36,120,75.0,1.5,Specific Gravity,All Grain,0.35,16.67,1.035
1280,20.82,1.07,1.01,7.86,0.0,12.0,22.71,60,75.0,,Specific Gravity,All Grain,,,1.062
1281,23.0,1.061,1.011,6.53,50.71,6.46,28.0,60,75.0,3.29,Specific Gravity,All Grain,,21.0,1.0490000000000002
1282,23.0,1.067,1.012,7.17,0.0,5.22,28.0,60,60.0,3.0,Specific Gravity,All Grain,,,1.077
1283,20.82,1.071,1.017,7.0,51.91,6.05,26.5,60,65.0,,Specific Gravity,BIAB,0.5,20.0,1.043
1284,13.25,1.063,1.016,6.18,98.17,10.47,18.93,60,60.0,,Specific Gravity,BIAB,,,1.041
1285,3.79,1.056,1.013,5.61,29.19,7.58,9.46,60,60.0,,Specific Gravity,BIAB,0.35,20.0,1.036
1286,37.85,1.073,1.017,7.27,81.33,38.74,47.32,60,68.0,1.5,Specific Gravity,All Grain,1.0,19.44,11.6
1287,14.0,1.044,1.007,4.83,40.77,5.5,17.0,60,65.0,3.0,Specific Gravity,All Grain,,20.0,1.046
1288,18.93,1.054,1.013,5.39,64.76,7.56,26.5,60,70.0,1.31,Specific Gravity,All Grain,,,1.0659999999999998
1289,20.0,1.071,1.018,6.94,42.54,38.51,28.5,60,65.0,,Specific Gravity,BIAB,0.75,19.0,1.096
1290,20.5,1.067,1.013,6.99,55.12,9.16,27.0,60,65.0,,Specific Gravity,BIAB,,18.0,1.039
1291,18.93,1.072,1.029,5.7,34.04,40.3,25.51,90,70.0,1.33,Specific Gravity,All Grain,,21.11,1.053
1292,19.87,1.0590000000000002,1.008,6.65,33.19,5.32,28.39,90,72.0,2.0,Specific Gravity,All Grain,0.75,,1.06
1293,20.82,1.064,1.013,6.71,32.34,7.12,32.18,90,70.0,,Specific Gravity,BIAB,,,1.046
1294,20.82,1.062,1.015,6.27,105.18,11.81,28.39,60,70.0,1.25,Specific Gravity,All Grain,,18.33,1.079
1295,16.85,1.0759999999999998,1.027,6.33,42.96,47.63,27.0,90,60.0,2.5,Specific Gravity,All Grain,,,1.101
1296,18.93,1.061,1.015,6.06,38.38,9.96,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,9.7
1297,18.93,1.061,1.012,6.46,52.5,11.65,11.36,60,35.0,,Specific Gravity,extract,0.35,20.0,1.053
1298,20.82,1.057,1.012,5.9,44.24,5.48,15.14,60,79.0,,Specific Gravity,Partial Mash,0.35,17.78,1.157
1299,18.93,1.071,1.017,7.15,72.34,12.75,31.19,60,75.0,1.2,Specific Gravity,All Grain,0.5,21.11,1.051
1300,21.0,1.044,1.007,4.78,51.62,6.91,28.5,60,70.0,3.0,Specific Gravity,All Grain,0.75,18.0,1.016
1301,20.82,1.073,1.018,7.15,64.78,9.65,28.39,90,75.0,1.5,Specific Gravity,All Grain,1.25,20.0,1.054
1302,20.82,1.073,1.021,6.83,101.48,4.63,28.39,60,70.0,,Specific Gravity,BIAB,,,1.039
1303,18.93,1.062,1.01,6.72,162.1,5.59,13.25,60,55.0,,Specific Gravity,Partial Mash,0.5,18.33,1.3408930163447252
1304,23.0,1.071,1.013,7.58,0.0,7.92,25.0,60,70.0,2.0,Specific Gravity,All Grain,,,1.106
1305,416.4,1.068,1.013,7.22,49.88,33.82,422.07,60,80.0,1.5,Specific Gravity,All Grain,,18.33,1.048
1306,13.0,1.047,1.011,4.65,31.66,6.94,13.0,60,70.0,,Specific Gravity,BIAB,,,1.041
1307,37.85,1.071,1.018,7.01,111.95,6.33,49.21,60,73.0,1.5,Specific Gravity,All Grain,,,1.038
1308,18.93,1.043,1.009,4.53,56.4,8.52,13.25,60,54.0,1.25,Specific Gravity,All Grain,0.35,21.11,1.053
1309,18.93,1.05,1.012,4.9,0.0,10.0,22.71,60,70.0,,Specific Gravity,All Grain,,,1.046
1310,20.82,1.069,1.013,7.32,57.71,50.0,32.18,60,75.0,,Specific Gravity,BIAB,,,9.7
1311,20.82,1.054,1.013,5.44,37.98,11.72,30.28,90,73.0,,Specific Gravity,BIAB,0.75,16.67,1.041
1312,39.75,1.057,1.011,6.02,42.07,5.97,47.32,60,76.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.031
1313,5.0,12.1669,2.57591,5.12,82.3,19.39,7.0,60,35.0,,Plato,extract,0.5,20.0,1.082
1314,35.0,1.0590000000000002,1.023,4.66,11.47,50.0,42.0,60,75.0,2.5,Specific Gravity,All Grain,,20.0,1.044
1315,18.93,1.048,1.013,4.67,25.74,4.94,20.82,60,73.0,1.34,Specific Gravity,All Grain,0.5,18.33,1.033
1316,20.82,1.057,1.016,5.43,58.18,7.09,11.36,60,70.0,,Specific Gravity,Partial Mash,,,1.06
1317,20.82,1.061,1.015,6.02,65.47,40.0,28.39,60,55.0,1.5,Specific Gravity,All Grain,,,1.057
1318,26.0,1.062,1.014,6.34,62.34,6.31,14.0,60,35.0,,Specific Gravity,extract,,20.0,1.035
1319,20.0,1.07,1.012,7.67,86.37,10.82,24.0,60,68.0,3.2,Specific Gravity,All Grain,1.0,19.0,1.119
1320,45.42,1.056,1.012,5.86,52.43,8.0,53.0,60,70.0,,Specific Gravity,BIAB,,,1.039
1321,30.28,1.056,1.011,5.97,27.4,16.19,20.82,60,35.0,,Specific Gravity,extract,0.5,20.0,1.051
1322,20.82,1.056,1.014,5.52,53.51,13.9,11.36,60,35.0,,Specific Gravity,extract,,,1.103
1323,21.0,1.053,1.011,5.55,23.0,9.01,28.5,60,65.0,,Specific Gravity,BIAB,,,1.055
1324,22.71,1.069,1.012,7.41,62.11,10.19,30.28,60,70.0,,Specific Gravity,BIAB,0.35,17.22,1.036
1325,28.0,1.036,1.01,3.45,28.11,5.46,33.0,90,72.0,,Specific Gravity,BIAB,0.75,20.0,1.058
1326,18.93,1.056,1.012,5.8,25.46,14.24,28.39,90,70.0,,Specific Gravity,BIAB,0.5,21.11,1.041
1327,13.25,14.5546,2.87766,6.29,50.98,3.94,17.03,60,70.0,,Plato,BIAB,,,1.058
1328,20.82,1.0490000000000002,1.009,5.16,30.73,7.73,30.28,60,65.0,,Specific Gravity,BIAB,,21.11,1.055
