Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,Style,BoilGravityMod,PrimaryTempMod
4031,45.0,1.056,1.012,5.78,46.17,9.01,55.0,60,70.0,2.5,Specific Gravity,All Grain,,American IPA,1.046,16.0
4032,38.0,1.057,1.018,5.06,16.38,4.69,42.0,60,85.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.051,19.508305489260145
4033,17.0,1.052,1.012,5.22,39.9,5.5,21.0,60,68.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.042,18.0
4034,26.5,1.071,1.015,7.36,93.17,5.34,32.18,60,76.0,1.3,Specific Gravity,All Grain,0.75,American IPA,1.0590000000000002,19.44
4035,7.57,1.035,1.012,3.03,17.89,18.56,13.25,60,45.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.02,18.723183391003463
4036,18.93,1.086,1.02,8.66,186.47,7.17,28.01,90,75.0,1.25,Specific Gravity,All Grain,,Imperial IPA,1.054,19.67822751322751
4037,19.68,1.051,1.013,5.05,53.12,4.85,28.39,60,66.0,1.25,Specific Gravity,All Grain,0.35,American Pale Ale,1.036,19.508305489260145
4038,64.35,1.06,1.021,5.13,40.67,18.66,71.92,60,74.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.053,18.723183391003463
4039,17.03,1.061,1.018,5.61,32.02,4.7,28.39,60,70.0,1.5,Specific Gravity,All Grain,,Saison,1.037,20.0
4040,1100.0,1.053,1.007,6.06,32.81,3.75,1150.0,60,75.0,3.0,Specific Gravity,All Grain,0.75,Saison,1.051,85.0
4041,20.82,1.065,1.014,6.7,31.3,9.66,28.39,60,65.0,,Specific Gravity,BIAB,,American IPA,1.048,19.576690909090907
4042,22.71,1.054,1.008,6.0,19.7,12.01,28.39,60,73.0,1.5,Specific Gravity,All Grain,,Saison,1.043,22.531239349341597
4043,32.18,1.057,1.014,5.57,51.97,36.79,35.96,60,70.0,,Specific Gravity,All Grain,,American Stout,1.051,19.538883333333334
4044,9.46,1.065,1.017,6.26,22.16,10.73,15.14,60,70.0,1.5,Specific Gravity,All Grain,0.35,Irish Red Ale,1.04,20.0
4045,20.82,1.079,1.022,7.51,81.57,8.78,26.5,60,70.0,1.33,Specific Gravity,All Grain,,American IPA,1.062,17.22
4046,22.71,1.074,1.021,6.91,109.23,7.05,27.25,90,74.0,1.5,Specific Gravity,All Grain,1.0,American IPA,1.061,20.0
4047,21.0,1.035,1.008,3.48,15.98,4.46,25.0,90,80.0,3.0,Specific Gravity,All Grain,0.35,Witbier,1.029,23.3
4048,20.82,1.071,1.017,7.19,229.16,5.47,28.39,90,70.0,1.6,Specific Gravity,All Grain,0.35,Imperial IPA,1.052,18.33
4049,23.0,1.064,1.008,7.28,33.26,10.78,20.0,60,64.0,,Specific Gravity,All Grain,2.0,Saison,1.073,30.0
4050,24.61,1.082,1.031,6.8,15.24,8.92,30.28,90,75.0,1.3,Specific Gravity,All Grain,1.25,American IPA,1.067,18.33
4051,24.61,1.064,1.017,6.39,34.09,5.97,28.39,60,70.0,1.43,Specific Gravity,All Grain,1.0,American Light Lager,1.048,18.33
4052,18.93,1.061,1.015,6.01,0.0,13.61,18.93,60,75.0,,Specific Gravity,Partial Mash,,American IPA,1.3408930163447252,19.576690909090907
4053,45.42,1.071,1.019,6.92,105.51,5.76,36.72,90,83.0,,Specific Gravity,All Grain,1.25,American IPA,1.088,19.44
4054,20.82,1.0590000000000002,1.011,6.24,41.32,6.66,28.39,60,70.0,,Specific Gravity,BIAB,0.35,American Pale Ale,1.043,21.11
4055,20.82,1.0659999999999998,1.012,7.14,21.27,6.68,28.39,90,70.0,1.33,Specific Gravity,All Grain,1.0,American Light Lager,1.048,18.723183391003463
4056,20.82,1.039,1.008,4.11,21.02,3.94,26.99,60,80.0,1.25,Specific Gravity,All Grain,1.0,Blonde Ale,1.03,15.56
4057,21.0,1.048,1.014,4.49,31.76,7.34,25.0,60,75.0,,Specific Gravity,BIAB,0.35,American Pale Ale,1.04,17.0
4058,41.64,1.0659999999999998,1.016,6.56,65.42,4.44,53.49,60,65.0,1.4,Specific Gravity,All Grain,0.35,American IPA,1.051,20.0
4059,20.82,1.0590000000000002,1.017,5.55,29.9,17.59,28.39,60,70.0,1.5,Specific Gravity,All Grain,1.0,Irish Red Ale,1.043,18.89
4060,14.0,1.061,1.018,5.61,20.02,14.0,16.0,90,72.0,2.1,Specific Gravity,All Grain,1.25,American Pale Ale,1.054,25.0
4061,21.77,1.0590000000000002,1.012,6.18,49.39,6.48,28.39,60,83.0,,Specific Gravity,BIAB,0.75,American Pale Ale,1.046,20.0
4062,22.71,1.043,1.005,4.95,33.41,3.48,17.03,60,35.0,,Specific Gravity,extract,,Blonde Ale,1.057,20.0
4063,20.0,1.061,1.011,6.6,60.81,23.06,25.4,60,72.0,3.0,Specific Gravity,All Grain,0.75,American IPA,1.048,21.0
4064,20.82,1.042,1.011,4.08,22.19,3.59,11.36,75,0.0,,Specific Gravity,extract,,Witbier,1.077,20.435561694290975
4065,41.64,1.052,1.013,5.03,51.01,15.29,53.0,90,70.0,1.5,Specific Gravity,All Grain,0.35,American Amber Ale,1.041,15.56
4066,18.93,1.05,1.008,5.48,24.89,3.26,24.61,60,80.0,3.0,Specific Gravity,All Grain,0.35,Saison,1.039,23.33
4067,20.82,1.0759999999999998,1.019,7.43,190.83,5.29,30.28,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.052,20.0
4068,20.82,1.069,1.014,7.27,22.09,6.94,28.39,90,75.0,,Specific Gravity,All Grain,0.75,Saison,1.051,20.0
4069,7.0,1.039,1.009,3.9,14.28,2.79,8.5,75,70.0,,Specific Gravity,BIAB,,American Light Lager,1.032,18.0
4070,20.82,1.052,1.012,5.24,69.7,4.17,11.36,60,70.0,,Specific Gravity,Partial Mash,,American Pale Ale,1.096,21.11
4071,54.89,1.058,1.015,5.69,111.19,30.47,68.14,90,74.0,1.5,Specific Gravity,All Grain,,American Brown Ale,1.047,19.499524680073122
4072,18.0,1.052,1.01,5.45,25.17,9.36,24.0,60,70.0,,Specific Gravity,BIAB,,Saison,1.032,22.531239349341597
4073,1650.0,1.07,1.018,6.9,25.55,13.36,1700.0,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.068,19.576690909090907
4074,20.82,1.0659999999999998,1.017,6.45,97.32,9.8,26.5,60,70.0,,Specific Gravity,BIAB,0.75,American IPA,1.052,20.0
4075,20.82,1.067,1.017,6.58,34.05,6.17,28.39,60,70.0,,Specific Gravity,All Grain,,Saison,1.2428501978518935,22.531239349341597
4076,22.71,1.057,1.014,5.63,51.77,6.88,28.39,60,70.0,1.33,Specific Gravity,All Grain,0.75,American IPA,1.046,20.0
4077,22.71,1.082,1.021,8.72,158.51,11.82,30.28,90,70.0,1.25,Specific Gravity,All Grain,1.25,Imperial IPA,1.062,18.33
4078,25.0,1.027,1.006,2.74,40.84,2.64,30.0,60,70.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.023,19.0
4079,41.64,1.063,1.012,6.66,36.47,36.12,56.78,60,70.0,1.2,Specific Gravity,All Grain,,American Stout,1.046,20.0
4080,18.93,1.0590000000000002,1.012,6.18,58.47,11.72,24.0,90,72.0,3.0,Specific Gravity,All Grain,0.75,American Pale Ale,1.046,22.0
4081,18.93,1.041,1.01,4.02,18.47,50.0,26.5,60,35.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.029,18.723183391003463
4082,20.06,1.043,1.011,4.21,39.79,6.06,24.61,60,70.0,1.5,Specific Gravity,All Grain,0.35,American IPA,1.035,18.33
4083,20.82,1.064,1.015,6.49,62.7,7.41,28.39,60,65.5,,Specific Gravity,BIAB,0.35,American IPA,1.047,19.576690909090907
4084,62.46,1.0590000000000002,1.011,6.39,32.88,5.52,68.14,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.054,19.576690909090907
4085,13.0,1.065,1.015,6.55,40.58,14.6,22.3,90,70.0,,Specific Gravity,BIAB,0.75,Irish Red Ale,1.038,20.0
4086,20.82,1.062,1.014,6.39,98.22,14.44,28.39,60,75.0,1.5,Specific Gravity,All Grain,,American IPA,1.046,19.576690909090907
4087,22.71,1.069,1.014,7.23,76.35,8.71,30.28,60,70.0,1.25,Specific Gravity,All Grain,0.75,American IPA,1.051,20.0
4088,20.0,1.068,1.013,7.2,115.15,7.76,30.0,60,68.0,2.0,Specific Gravity,All Grain,,American IPA,1.045,19.0
4089,21.0,1.079,1.016,8.19,63.88,50.0,28.5,90,75.0,,Specific Gravity,BIAB,,American Stout,1.058,19.538883333333334
4090,21.0,1.06,1.015,5.88,65.55,12.36,28.5,60,60.0,2.6,Specific Gravity,All Grain,,American Pale Ale,1.044,19.508305489260145
4091,13.5,1.047,1.006,5.26,42.23,3.55,17.5,60,62.0,3.5,Specific Gravity,All Grain,0.35,American Pale Ale,1.036,17.0
4092,45.42,1.065,1.015,6.53,58.67,6.21,53.0,60,70.0,,Specific Gravity,All Grain,0.75,American IPA,1.056,19.576690909090907
4093,20.82,1.056,1.013,5.71,24.39,16.99,28.39,60,75.0,1.5,Specific Gravity,All Grain,,American Brown Ale,1.041,18.89
4094,45.42,1.058,1.014,5.96,24.29,6.31,53.0,60,95.0,1.25,Specific Gravity,All Grain,,American Pale Ale,1.0490000000000002,18.33
4095,18.93,1.031,1.007,3.13,70.64,10.56,24.61,60,35.0,1.5,Specific Gravity,All Grain,,American IPA,1.024,19.576690909090907
4096,18.93,1.061,1.012,6.53,81.38,4.83,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.041,19.576690909090907
4097,83.28,1.058,1.018,5.22,38.45,25.38,94.64,60,72.0,,Specific Gravity,All Grain,,American Brown Ale,1.2288499335989376,19.499524680073122
4098,15.0,1.056,1.009,6.15,88.0,6.31,18.0,60,65.0,3.0,Specific Gravity,All Grain,,American IPA,1.047,20.0
4099,18.93,1.053,1.013,5.21,0.0,14.29,20.82,60,75.0,,Specific Gravity,All Grain,,American Brown Ale,1.2288499335989376,19.499524680073122
4100,18.93,1.125,1.034,11.96,108.07,50.0,26.5,60,72.0,1.0,Specific Gravity,All Grain,,American Light Lager,1.089,18.89
4101,20.82,1.071,1.018,7.03,90.04,9.07,11.36,60,35.0,,Specific Gravity,extract,,American IPA,1.3408930163447252,19.576690909090907
4102,35.0,1.041,1.008,4.31,35.36,4.97,40.0,60,70.0,3.0,Specific Gravity,All Grain,0.75,American Pale Ale,1.036,18.0
4103,3.79,1.0590000000000002,1.013,6.0,36.01,35.98,6.66,60,70.0,,Specific Gravity,BIAB,1.0,American Stout,1.034,21.11
4104,18.93,1.047,1.012,4.67,37.76,18.28,22.71,90,35.0,,Specific Gravity,extract,0.35,American Amber Ale,1.039,17.22
4105,20.82,1.058,1.013,5.97,35.41,5.26,28.39,60,75.0,1.4,Specific Gravity,All Grain,,American Pale Ale,1.043,19.508305489260145
4106,340.69,1.068,1.013,7.2,0.0,6.41,416.4,60,75.0,1.5,Specific Gravity,All Grain,0.75,American Light Lager,1.055,18.723183391003463
4107,18.93,1.053,1.01,5.71,41.51,4.07,26.5,60,60.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.038,19.44
4108,18.93,1.069,1.016,6.88,93.6,11.13,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.046,19.576690909090907
4109,35.0,12.4122,3.20141,4.93,27.83,12.18,38.5,60,80.0,3.5,Plato,All Grain,0.35,Irish Red Ale,11.3,20.0
4110,23.0,1.052,1.009,5.55,0.0,3.67,30.0,60,75.0,3.0,Specific Gravity,All Grain,,American Light Lager,1.04,18.723183391003463
4111,39.75,1.0659999999999998,1.018,6.36,26.88,5.19,30.28,60,80.0,1.4,Specific Gravity,All Grain,,American Light Lager,1.087,18.723183391003463
4112,21.96,1.084,1.016,8.86,97.38,26.58,26.12,60,70.0,,Specific Gravity,BIAB,1.0,American IPA,1.07,18.89
4113,20.82,1.065,1.018,6.26,29.95,7.21,28.39,60,73.0,1.25,Specific Gravity,All Grain,1.0,American IPA,1.048,20.0
4114,18.93,1.074,1.021,7.0,61.53,7.49,11.36,60,35.0,,Specific Gravity,extract,,American IPA,1.123,22.22
4115,25.0,1.063,1.017,6.1,47.08,4.79,31.0,90,75.0,4.6,Specific Gravity,All Grain,0.35,American Pale Ale,1.051,20.0
4116,26.0,1.051,1.012,5.16,41.88,6.27,24.0,60,70.0,,Specific Gravity,BIAB,0.5,American IPA,1.055,20.0
4117,19.87,1.058,1.013,5.94,37.88,15.47,24.61,60,75.0,1.4,Specific Gravity,All Grain,,Irish Red Ale,1.047,19.262037037037036
4118,24.0,1.055,1.012,5.72,35.44,4.9,26.0,60,72.0,2.5,Specific Gravity,All Grain,0.5,American IPA,1.047,21.0
4119,18.93,1.04,1.01,3.98,0.0,3.79,7.57,60,35.0,,Specific Gravity,extract,0.35,American Light Lager,1.101,20.0
4120,18.93,1.068,1.017,6.7,91.17,12.64,17.03,60,35.0,,Specific Gravity,extract,1.25,American IPA,1.051,20.0
4121,56.78,1.061,1.017,5.69,0.0,20.54,75.71,60,70.0,1.5,Specific Gravity,All Grain,,Irish Red Ale,1.046,19.262037037037036
4122,21.2,1.068,1.018,6.64,85.58,7.51,28.39,60,72.0,1.25,Specific Gravity,All Grain,0.5,American IPA,1.051,20.0
4123,10.41,1.0659999999999998,1.019,6.13,61.06,4.76,15.14,60,66.0,1.25,Specific Gravity,All Grain,0.5,American IPA,1.045,14.44
4124,20.82,1.057,1.011,6.05,20.46,9.21,28.69,60,75.0,1.25,Specific Gravity,All Grain,0.35,American Pale Ale,1.042,22.22
4125,20.82,1.044,1.01,4.44,22.03,9.99,24.61,60,75.0,1.5,Specific Gravity,All Grain,0.35,Irish Red Ale,1.037,18.89
4126,20.82,1.05,1.012,4.91,29.02,19.98,28.39,60,75.0,,Specific Gravity,All Grain,,American Brown Ale,1.2288499335989376,21.11
4127,20.82,1.058,1.01,6.29,59.99,7.7,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.35,American Pale Ale,1.043,18.33
4128,3.79,1.063,1.014,6.32,43.89,7.98,7.57,60,75.0,1.5,Specific Gravity,All Grain,,American IPA,1.031,19.576690909090907
4129,20.82,1.06,1.005,7.15,28.44,5.4,24.61,60,81.0,1.5,Specific Gravity,All Grain,0.35,Saison,1.051,25.56
4130,5.0,1.057,1.014,5.75,35.85,18.28,10.0,90,75.0,3.2,Specific Gravity,All Grain,1.5,American Brown Ale,1.029,16.5
4131,20.82,1.053,1.013,5.21,30.49,15.67,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.75,American Amber Ale,1.039,19.650700308959838
4132,11.36,1.0659999999999998,1.013,7.0,42.62,8.39,14.2,60,75.0,,Specific Gravity,BIAB,,American IPA,1.053,15.56
4133,20.82,1.075,1.019,7.29,0.0,5.4,25.91,60,80.0,,Specific Gravity,All Grain,,American IPA,1.3408930163447252,19.576690909090907
4134,49.0,1.062,1.012,6.53,88.24,7.43,53.0,60,69.0,2.0,Specific Gravity,All Grain,0.75,American IPA,1.057,19.0
4135,420.0,1.033,1.005,3.57,36.73,5.56,450.0,60,75.0,5.8,Specific Gravity,All Grain,0.75,American Light Lager,1.03,20.0
4136,14.38,1.094,1.017,10.12,94.43,12.47,20.06,60,68.0,,Specific Gravity,BIAB,1.0,Saison,1.067,21.11
4137,19.87,1.046,1.014,4.29,50.08,8.53,26.12,60,65.0,,Specific Gravity,BIAB,0.75,American Pale Ale,1.035,19.44
4138,20.82,1.073,1.016,7.49,88.39,7.85,28.39,60,55.0,1.5,Specific Gravity,All Grain,,American IPA,1.054,19.576690909090907
4139,17.98,1.0490000000000002,1.01,5.12,15.02,3.65,22.71,60,70.0,,Specific Gravity,BIAB,0.75,Blonde Ale,1.039,18.33
4140,21.96,1.062,1.015,6.16,46.94,9.17,23.85,60,70.0,1.5,Specific Gravity,All Grain,0.5,American Pale Ale,1.057,20.0
4141,20.82,1.069,1.014,7.17,73.65,6.12,28.39,60,70.0,1.3,Specific Gravity,All Grain,0.75,American IPA,1.05,20.0
4142,22.0,1.053,1.01,5.57,82.71,5.09,22.0,60,35.0,,Specific Gravity,Partial Mash,,American IPA,1.053,19.576690909090907
4143,20.82,1.0659999999999998,1.016,6.65,74.2,13.78,28.39,60,70.0,1.33,Specific Gravity,All Grain,1.0,American IPA,1.0490000000000002,21.11
4144,22.0,1.0659999999999998,1.016,6.59,100.31,5.95,26.5,90,70.0,,Specific Gravity,BIAB,,American IPA,1.055,20.0
4145,20.82,1.057,1.013,5.79,54.51,5.94,28.39,60,78.0,1.25,Specific Gravity,All Grain,,American IPA,1.042,19.576690909090907
4146,21.0,1.046,1.012,4.63,57.37,10.2,25.0,60,68.0,2.2,Specific Gravity,All Grain,0.75,American Pale Ale,1.039,21.0
4147,21.0,1.07,1.018,6.8,87.95,10.88,27.0,60,72.0,,Specific Gravity,BIAB,,American Pale Ale,1.054,18.0
4148,20.82,1.061,1.015,6.12,56.67,3.82,24.23,60,75.0,,Specific Gravity,All Grain,,American Pale Ale,1.053,19.508305489260145
4149,18.93,1.079,1.017,8.17,132.07,4.83,11.36,60,35.0,,Specific Gravity,extract,0.35,Imperial IPA,1.131,22.22
4150,7.57,1.055,1.01,5.95,53.15,4.27,13.25,60,75.0,1.5,Specific Gravity,All Grain,0.35,American Pale Ale,1.032,18.33
4151,49.21,1.051,1.012,5.2,41.76,3.83,53.0,90,73.0,1.5,Specific Gravity,All Grain,0.35,American Stout,1.048,17.78
4152,21.0,1.062,1.015,6.2,97.53,5.84,28.5,60,63.0,3.5,Specific Gravity,All Grain,,American IPA,1.043,19.576690909090907
4153,20.82,1.053,1.014,5.16,26.01,3.62,28.39,60,72.0,1.5,Specific Gravity,All Grain,0.35,Witbier,1.039,15.56
4154,22.71,1.061,1.015,6.0,23.11,14.55,30.28,60,75.0,1.4,Specific Gravity,All Grain,,American Light Lager,1.046,18.723183391003463
4155,200.0,1.058,1.011,6.15,134.8,6.02,205.7,60,75.0,3.1,Specific Gravity,All Grain,,American IPA,1.056,18.0
4156,23.0,1.062,1.016,6.13,14.57,4.53,23.0,60,65.0,4.2,Specific Gravity,All Grain,,Saison,1.062,22.531239349341597
4157,22.71,1.0590000000000002,1.013,6.04,58.73,6.31,30.28,90,68.0,,Specific Gravity,All Grain,,American Pale Ale,1.044,18.89
4158,22.71,1.043,1.011,4.24,26.29,9.6,26.5,60,70.0,1.25,Specific Gravity,All Grain,,American Pale Ale,1.037,18.33
4159,18.93,1.061,1.012,6.43,52.9,5.03,9.46,60,35.0,,Specific Gravity,extract,,Saison,1.03,22.531239349341597
4160,18.0,1.055,1.014,5.37,31.88,7.15,9.0,20,35.0,,Specific Gravity,extract,,American Pale Ale,1.109,19.508305489260145
4161,20.0,1.0659999999999998,1.016,6.56,36.67,37.9,26.0,60,78.0,3.5,Specific Gravity,All Grain,0.35,American Stout,1.051,20.0
4162,21.0,1.07,1.018,6.86,234.59,8.33,28.5,60,70.0,,Specific Gravity,BIAB,,American IPA,1.052,19.576690909090907
4163,15.14,1.06,1.015,5.92,0.0,5.76,28.39,60,68.0,,Specific Gravity,BIAB,,American Light Lager,1.032,18.723183391003463
4164,15.0,1.063,1.015,6.32,53.91,6.47,22.0,60,70.0,,Specific Gravity,BIAB,,American IPA,1.043,19.576690909090907
4165,23.0,1.044,1.007,4.81,35.87,4.09,25.0,60,35.0,,Specific Gravity,extract,0.35,American IPA,1.04,19.576690909090907
4166,18.93,1.05,1.011,5.08,26.07,4.79,26.5,60,65.0,,Specific Gravity,All Grain,0.5,Blonde Ale,1.036,20.0
4167,23.66,1.052,1.011,5.51,72.17,6.19,26.5,60,75.0,1.5,Specific Gravity,All Grain,1.25,American IPA,1.046,20.0
4168,18.93,1.067,1.017,6.97,229.73,7.41,9.46,60,35.0,,Specific Gravity,extract,,Imperial IPA,1.135,19.67822751322751
4169,20.82,1.053,1.013,5.25,30.47,29.83,28.39,60,66.0,1.5,Specific Gravity,All Grain,,American Brown Ale,1.039,21.11
4170,18.93,1.078,1.018,7.97,75.88,6.32,26.5,60,70.0,1.0,Specific Gravity,All Grain,,American IPA,1.056,17.78
4171,3.79,1.024,1.005,2.59,12.53,12.79,6.81,60,35.0,1.5,Specific Gravity,All Grain,,American Amber Ale,1.014,19.650700308959838
4172,24.61,1.048,1.007,5.47,22.81,3.4,30.28,90,70.0,1.5,Specific Gravity,All Grain,1.0,Saison,1.039,21.11
4173,18.93,1.0759999999999998,1.014,8.04,74.48,5.78,26.5,60,70.0,1.5,Specific Gravity,All Grain,1.0,American IPA,1.054,19.576690909090907
4174,23.0,1.042,1.01,4.2,57.2,7.14,32.0,60,60.0,1.68,Specific Gravity,All Grain,,American Light Lager,1.031,18.723183391003463
4175,20.82,1.07,1.024,6.04,35.04,35.21,28.39,60,75.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.051,19.44
4176,3.79,1.056,1.011,5.92,22.08,9.11,9.84,60,75.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.021,19.508305489260145
4177,19.68,1.05,1.01,5.34,52.1,7.82,23.47,60,71.0,,Specific Gravity,All Grain,,American IPA,1.042,20.0
4178,39.75,1.058,1.016,5.51,150.33,7.92,43.53,60,70.0,,Specific Gravity,All Grain,,American IPA,1.3408930163447252,19.576690909090907
4179,24.0,1.058,1.013,5.86,24.26,4.97,29.0,60,55.0,2.5,Specific Gravity,All Grain,,Blonde Ale,1.048,19.237696693272518
4180,41.64,1.06,1.017,5.7,39.75,16.49,49.21,60,70.0,1.5,Specific Gravity,All Grain,0.75,American Amber Ale,1.051,19.44
4181,45.0,1.051,1.012,5.1,70.42,9.38,50.0,90,75.0,3.0,Specific Gravity,All Grain,,American IPA,1.046,19.576690909090907
4182,14.0,1.047,1.012,4.62,36.48,2.93,17.5,60,74.0,3.0,Specific Gravity,All Grain,,American Light Lager,1.038,18.723183391003463
4183,25.0,1.057,1.014,5.65,35.66,6.59,30.0,60,72.0,,Specific Gravity,BIAB,,American Pale Ale,1.048,20.0
4184,18.93,1.082,1.014,8.92,93.94,6.42,28.39,60,70.0,2.0,Specific Gravity,All Grain,,Imperial IPA,1.055,21.11
4185,22.71,1.053,1.011,5.4,20.4,20.15,34.83,75,65.0,2.5,Specific Gravity,All Grain,,Irish Red Ale,1.034,19.262037037037036
4186,37.85,1.058,1.01,6.21,22.56,3.63,49.21,90,72.0,1.5,Specific Gravity,All Grain,0.75,Saison,1.044,21.11
4187,20.82,1.046,1.004,5.52,40.94,14.54,15.9,60,48.0,,Specific Gravity,Partial Mash,,American Amber Ale,1.2661630837657525,19.650700308959838
4188,20.0,1.05,1.009,5.34,73.76,5.93,21.0,60,35.0,,Specific Gravity,BIAB,,American IPA,1.025,19.576690909090907
4189,15.52,1.051,1.013,4.98,21.9,13.54,18.93,60,70.0,1.4,Specific Gravity,All Grain,,American Amber Ale,1.042,19.650700308959838
4190,18.93,1.058,1.011,6.16,21.03,15.28,25.36,60,60.0,1.5,Specific Gravity,All Grain,0.75,American Amber Ale,1.043,18.89
4191,19.5,1.061,1.008,6.97,25.9,5.09,25.0,60,74.0,2.9,Specific Gravity,All Grain,0.75,Saison,1.048,24.0
4192,22.71,1.081,1.02,7.96,84.78,7.4,30.28,60,70.0,1.4,Specific Gravity,All Grain,,American Light Lager,1.061,18.723183391003463
4193,25.0,1.063,1.015,6.26,77.77,7.29,34.0,90,75.0,,Specific Gravity,BIAB,0.35,American IPA,1.046,18.0
4194,21.0,1.5,1.119,49.96,55.72,19.0,28.5,90,75.0,3.0,Specific Gravity,All Grain,0.75,American IPA,1.5,19.0
4195,18.93,1.062,1.011,6.68,98.4,6.19,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.35,American IPA,1.041,20.0
4196,15.14,1.077,1.019,7.53,125.69,9.34,11.36,60,35.0,,Specific Gravity,extract,,American IPA,1.3408930163447252,19.576690909090907
4197,20.82,1.05,1.013,4.85,41.3,29.92,26.5,75,65.0,1.25,Specific Gravity,All Grain,0.5,American Stout,1.039,20.0
4198,3.79,1.071,1.016,7.21,49.55,7.4,4.73,30,60.0,1.5,Specific Gravity,All Grain,0.35,American IPA,1.057,21.11
4199,19.87,1.057,1.014,5.66,7.89,4.0,22.71,30,75.0,,Specific Gravity,All Grain,,Witbier,1.2353589385474861,20.435561694290975
4200,22.0,1.0490000000000002,1.011,4.97,20.84,17.05,27.0,60,65.0,,Specific Gravity,BIAB,,Irish Red Ale,1.04,19.0
4201,23.0,1.048,1.009,5.03,43.53,7.0,11.0,60,35.0,,Specific Gravity,extract,0.5,American IPA,1.099,20.0
4202,20.82,1.054,1.013,5.27,36.12,7.59,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.039,19.508305489260145
4203,18.93,1.065,1.019,5.93,38.59,5.02,26.04,60,65.0,1.5,Specific Gravity,All Grain,,Saison,1.047,21.11
4204,19.87,1.05,1.012,5.12,26.82,4.22,29.19,90,81.0,1.5,Specific Gravity,All Grain,0.35,Blonde Ale,1.034,15.0
4205,15.14,1.056,1.015,5.36,30.53,7.68,20.82,60,65.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.041,18.89
4206,18.93,1.053,1.01,5.56,57.48,3.4,22.71,60,68.0,1.6,Specific Gravity,All Grain,0.35,American IPA,1.044,18.89
4207,19.87,16.35,4.1136300000000015,6.67,46.61,40.48,24.61,60,70.0,1.33,Plato,All Grain,0.35,American Stout,13.3,18.33
4208,20.82,1.1,1.024,10.07,212.7,11.11,15.14,60,35.0,,Specific Gravity,extract,0.5,Imperial IPA,1.4894584221748401,21.11
4209,53.0,1.055,1.014,5.41,29.42,9.5,60.0,60,70.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.0490000000000002,19.508305489260145
4210,3.79,1.061,1.012,6.36,74.13,40.51,5.68,60,75.0,,Specific Gravity,All Grain,,American Stout,1.041,15.56
4211,18.93,1.047,1.012,4.64,20.47,4.73,28.39,60,75.0,1.5,Specific Gravity,All Grain,,Blonde Ale,1.031,19.237696693272518
4212,20.82,1.068,1.013,7.19,107.79,11.85,26.5,60,70.0,1.5,Specific Gravity,All Grain,1.25,American IPA,1.053,18.89
4213,20.82,1.063,1.016,6.14,48.21,11.31,24.61,60,75.0,1.2,Specific Gravity,All Grain,,American Pale Ale,1.053,20.0
4214,1000.0,1.058,1.011,6.16,37.6,4.98,1000.0,60,75.0,2.0,Specific Gravity,All Grain,0.75,American Pale Ale,1.058,20.0
4215,22.7,1.074,1.016,7.6,178.05,8.67,26.0,90,75.0,,Specific Gravity,All Grain,,American IPA,1.064,20.0
4216,45.42,1.056,1.016,5.33,85.32,7.52,47.32,60,70.0,1.0,Specific Gravity,All Grain,,American IPA,1.054,19.576690909090907
4217,20.82,1.061,1.01,6.66,49.87,5.4,24.61,90,87.0,1.5,Specific Gravity,All Grain,0.35,American IPA,1.052,19.576690909090907
4218,18.93,1.058,1.01,6.19,24.5,4.98,22.71,60,65.0,,Specific Gravity,All Grain,,Saison,1.048,22.531239349341597
4219,22.71,1.054,1.016,5.11,21.67,13.23,28.39,60,70.0,,Specific Gravity,All Grain,1.0,Irish Red Ale,1.044,19.262037037037036
