,Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style,BoilGravityMod
7368,7368,37.85,1.048,1.011,4.89,23.02,16.95,56.78,60,70.0,1.5,Specific Gravity,All Grain,0.5,20.56,American Amber Ale,1.032
7369,7369,400.0,1.041,1.009,4.16,19.48,3.07,500.0,60,70.0,3.0,Specific Gravity,All Grain,,,Blonde Ale,1.033
7370,7370,20.82,1.051,1.012,5.11,38.94,9.29,26.5,60,70.0,,Specific Gravity,All Grain,,,American Pale Ale,1.04
7371,7371,18.93,1.047,1.012,4.61,15.36,3.86,9.08,60,70.0,,Specific Gravity,Partial Mash,,,American Pale Ale,1.098
7372,7372,25.36,1.089,1.024,8.45,33.59,22.73,30.28,60,78.0,1.5,Specific Gravity,All Grain,0.35,22.22,American Amber Ale,1.074
7373,7373,20.82,1.051,1.014,4.83,38.55,18.47,26.91,60,72.0,,Specific Gravity,BIAB,0.35,18.33,American Brown Ale,1.039
7374,7374,18.93,1.067,1.014,6.94,99.37,6.86,11.36,60,45.0,,Specific Gravity,Partial Mash,0.35,21.11,American IPA,1.069
7375,7375,45.0,1.0490000000000002,1.01,5.13,115.13,5.93,48.0,70,60.0,3.0,Specific Gravity,All Grain,,18.0,American IPA,1.046
7376,7376,20.0,1.041,1.007,4.53,43.31,8.73,30.0,60,70.0,4.0,Specific Gravity,All Grain,0.35,20.0,American Pale Ale,1.028
7377,7377,12.0,1.074,1.02,7.13,63.86,6.19,18.0,60,65.0,1.5,Specific Gravity,All Grain,,23.0,American IPA,1.0490000000000002
7378,7378,20.82,1.089,1.025,8.41,87.46,6.99,26.5,60,70.0,,Specific Gravity,All Grain,,,American Pale Ale,1.043
7379,7379,17.79,1.051,1.013,5.04,57.91,5.94,22.71,80,53.0,1.5,Specific Gravity,All Grain,,21.11,American IPA,1.04
7380,7380,20.82,1.063,1.016,6.17,37.88,10.95,11.36,60,35.0,,Specific Gravity,extract,0.75,20.0,American Amber Ale,1.115
7381,7381,15.14,1.0490000000000002,1.012,4.96,35.22,6.5,17.98,60,82.0,,Specific Gravity,All Grain,,,American Pale Ale,1.043
7382,7382,8.0,1.0490000000000002,1.007,5.61,34.86,8.97,11.0,60,70.0,3.0,Specific Gravity,All Grain,0.75,20.0,Saison,1.036
7383,7383,67.0,1.053,1.015,5.02,33.76,11.27,77.0,90,70.0,3.5,Specific Gravity,All Grain,0.75,19.0,American Pale Ale,1.046
7384,7384,20.82,1.06,1.019,5.38,45.72,12.2,27.48,60,70.0,1.33,Specific Gravity,All Grain,,,American Amber Ale,1.046
7385,7385,45.42,1.088,1.02,8.86,90.99,9.11,56.78,60,85.0,1.25,Specific Gravity,All Grain,1.0,19.44,American IPA,1.07
7386,7386,20.82,1.067,1.014,6.96,70.57,4.25,30.28,60,75.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA,1.046
7387,7387,20.82,1.042,1.006,4.71,87.22,3.01,11.36,90,50.0,,Specific Gravity,BIAB,,,American Pale Ale,1.077
7388,7388,11.85,1.058,1.011,6.14,37.62,7.59,14.85,60,75.0,3.0,Specific Gravity,All Grain,,17.0,American Pale Ale,1.046
7389,7389,40.69,1.052,1.014,5.0,16.43,17.51,47.32,60,75.0,1.5,Specific Gravity,All Grain,,,American Light Lager,1.045
7390,7390,19.87,1.052,1.013,5.06,39.2,8.6,26.5,60,70.0,1.2,Specific Gravity,All Grain,,23.33,American Pale Ale,1.039
7391,7391,20.82,1.057,1.012,5.81,68.31,6.59,27.25,60,71.0,1.25,Specific Gravity,All Grain,,20.0,American IPA,1.043
7392,7392,20.82,1.05,1.013,4.85,20.08,3.33,28.39,90,75.0,,Specific Gravity,All Grain,0.75,,Witbier,1.037
7393,7393,21.0,1.075,1.018,7.53,48.74,32.73,28.5,60,75.0,3.0,Specific Gravity,All Grain,0.35,18.0,American Light Lager,1.055
7394,7394,20.82,1.074,1.017,7.48,66.11,40.0,11.36,60,60.0,,Specific Gravity,extract,,,American Stout,1.136
7395,7395,19.0,1.058,1.016,5.5,34.45,7.24,24.0,60,60.0,,Specific Gravity,BIAB,0.5,20.0,American IPA,1.046
7396,7396,18.93,1.03,1.007,3.01,61.75,3.95,26.5,60,35.0,1.5,Specific Gravity,All Grain,0.35,18.33,American Pale Ale,1.021
7397,7397,20.82,1.058,1.013,5.89,44.72,14.91,26.5,60,70.0,1.25,Specific Gravity,All Grain,,16.67,American Amber Ale,1.045
7398,7398,25.0,11.7775,2.67464,4.85,26.0,5.15,28.5,60,70.0,3.0,Plato,All Grain,0.35,19.0,American Pale Ale,10.4
7399,7399,34.0,1.065,1.012,6.96,45.98,14.85,39.0,60,70.0,2.6,Specific Gravity,All Grain,0.35,,American Amber Ale,1.056
7400,7400,18.93,1.065,1.015,6.48,129.06,4.38,30.28,60,65.0,,Specific Gravity,BIAB,,20.0,American IPA,1.04
7401,7401,20.0,1.094,1.018,9.96,117.34,12.15,35.0,90,44.0,3.5,Specific Gravity,All Grain,0.75,21.0,Imperial IPA,1.054
7402,7402,23.0,1.06,1.014,5.94,64.42,6.05,32.0,60,75.0,,Specific Gravity,BIAB,,,American IPA,1.043
7403,7403,20.82,1.068,1.012,7.38,102.52,5.52,28.39,75,70.0,1.5,Specific Gravity,All Grain,1.25,18.33,American IPA,1.05
7404,7404,18.93,1.057,1.013,5.7,72.29,9.62,20.82,60,70.0,,Specific Gravity,Partial Mash,,,American Pale Ale,1.052
7405,7405,23.0,1.0590000000000002,1.008,6.74,27.3,4.0,25.0,60,72.0,2.4,Specific Gravity,All Grain,0.75,25.0,Saison,1.054
7406,7406,24.0,1.042,1.007,4.62,15.79,3.77,28.0,60,80.0,2.5,Specific Gravity,All Grain,0.75,18.0,Blonde Ale,1.036
7407,7407,20.82,1.055,1.014,5.3,26.23,17.72,24.61,75,76.0,,Specific Gravity,Partial Mash,0.75,19.44,Irish Red Ale,1.046
7408,7408,22.71,1.067,1.013,7.03,54.24,5.75,26.5,60,75.0,1.5,Specific Gravity,All Grain,0.5,18.89,American IPA,1.057
7409,7409,21.77,1.063,1.015,6.38,55.39,11.89,21.77,60,35.0,,Specific Gravity,extract,,21.11,American IPA,1.063
7410,7410,5.68,1.0590000000000002,1.003,7.27,29.37,6.57,5.68,90,65.0,,Specific Gravity,BIAB,,23.33,Saison,1.0590000000000002
7411,7411,20.82,1.055,1.015,5.31,24.39,18.42,24.61,60,70.0,1.5,Specific Gravity,All Grain,1.0,20.0,Irish Red Ale,1.047
7412,7412,12.3,1.069,1.014,7.15,63.58,5.76,14.2,60,67.0,,Specific Gravity,Partial Mash,,17.78,American IPA,1.032
7413,7413,20.82,1.055,1.009,5.96,36.04,19.51,26.5,60,75.0,,Specific Gravity,BIAB,0.5,17.78,American Brown Ale,1.043
7414,7414,18.93,1.083,1.025,7.69,69.15,6.07,26.5,60,80.0,2.0,Specific Gravity,All Grain,1.0,20.0,American IPA,1.0590000000000002
7415,7415,431.54,1.056,1.014,5.53,47.26,4.37,469.39,60,75.0,1.5,Specific Gravity,All Grain,1.0,20.0,American IPA,1.052
7416,7416,41.64,1.0659999999999998,1.021,5.96,25.57,40.12,47.32,60,84.0,1.5,Specific Gravity,All Grain,0.75,19.44,American Stout,1.058
7417,7417,41.64,1.041,1.008,4.45,29.11,5.07,45.42,75,72.0,1.2,Specific Gravity,All Grain,0.75,19.44,Blonde Ale,1.038
7418,7418,20.82,1.07,1.018,6.83,43.1,7.18,28.39,60,70.0,1.3,Specific Gravity,All Grain,0.35,18.33,American IPA,1.051
7419,7419,21.0,1.057,1.011,6.06,30.41,7.01,11.0,60,35.0,,Specific Gravity,extract,,,American Amber Ale,1.109
7420,7420,45.42,1.07,1.007,8.22,132.9,5.22,52.05,90,75.0,1.5,Specific Gravity,All Grain,,,Imperial IPA,1.061
7421,7421,24.61,1.065,1.013,6.81,63.78,6.15,30.28,60,75.0,,Specific Gravity,BIAB,,,American IPA,1.053
7422,7422,10.41,1.047,1.008,5.02,29.25,3.05,17.03,90,70.0,1.5,Specific Gravity,All Grain,,,Saison,1.028
7423,7423,3.79,1.0759999999999998,1.014,8.09,52.17,6.48,6.81,90,70.0,1.5,Specific Gravity,All Grain,,,Imperial IPA,1.042
7424,7424,17.98,1.085,1.021,8.48,319.42,5.61,28.39,90,70.0,1.5,Specific Gravity,All Grain,,17.78,American IPA,1.054
7425,7425,20.82,1.081,1.02,7.94,85.2,11.28,20.82,60,35.0,,Specific Gravity,extract,0.35,20.0,American IPA,1.081
7426,7426,21.0,1.06,1.01,6.63,29.76,5.36,29.0,60,70.0,3.0,Specific Gravity,All Grain,1.0,20.0,Saison,1.044
7427,7427,20.82,1.06,1.015,5.86,26.59,10.87,28.39,60,35.0,,Specific Gravity,extract,,,American Amber Ale,1.044
7428,7428,20.82,1.061,1.015,6.01,98.31,7.51,11.36,60,35.0,,Specific Gravity,Partial Mash,,,American Light Lager,1.112
7429,7429,25.0,1.062,1.016,6.06,49.04,5.51,35.0,60,70.0,3.0,Specific Gravity,All Grain,,21.0,American IPA,1.044
7430,7430,20.82,1.065,1.011,7.08,53.01,7.52,28.39,60,50.0,1.5,Specific Gravity,All Grain,1.25,21.11,American IPA,1.047
7431,7431,3.79,1.063,1.014,6.5,66.15,8.71,5.68,60,35.0,,Specific Gravity,extract,,,American IPA,1.042
7432,7432,18.93,1.06,1.008,6.8,59.92,3.78,28.39,60,75.0,1.5,Specific Gravity,All Grain,,,American IPA,1.04
7433,7433,3.79,1.039,1.007,4.28,50.38,2.23,5.68,60,75.0,,Specific Gravity,BIAB,1.0,20.0,American Pale Ale,1.026
7434,7434,18.93,1.086,1.021,8.42,0.0,6.99,18.93,60,75.0,,Specific Gravity,All Grain,,,Imperial IPA,1.062
7435,7435,45.42,1.053,1.01,5.66,22.96,3.34,52.62,60,80.0,1.5,Specific Gravity,All Grain,0.75,18.33,Saison,1.04
7436,7436,22.71,1.0590000000000002,1.013,6.04,69.31,5.58,26.5,90,72.0,1.25,Specific Gravity,All Grain,,,Saison,1.051
7437,7437,45.42,1.072,1.011,8.04,245.41,5.51,56.4,90,76.0,1.25,Specific Gravity,All Grain,0.75,,Imperial IPA,1.053
7438,7438,20.0,1.0490000000000002,1.012,4.83,14.18,3.96,23.0,70,70.0,3.0,Specific Gravity,All Grain,,20.0,Witbier,1.043
7439,7439,19.87,1.056,1.014,5.44,36.18,8.87,21.77,60,75.0,1.32,Specific Gravity,All Grain,0.35,20.0,American Pale Ale,1.051
7440,7440,55.0,1.063,1.016,6.21,46.58,7.4,62.0,90,85.0,2.55,Specific Gravity,All Grain,,,American Light Lager,1.056
7441,7441,20.82,1.069,1.015,7.13,58.87,5.12,24.61,60,65.0,1.5,Specific Gravity,All Grain,,,American IPA,1.058
7442,7442,20.82,1.071,1.023,6.27,24.92,37.69,28.39,60,74.0,,Specific Gravity,All Grain,0.5,16.67,American Stout,1.052
7443,7443,20.82,1.0490000000000002,1.012,4.93,32.39,42.45,30.28,60,75.0,1.5,Specific Gravity,All Grain,0.75,20.0,American Stout,1.034
7444,7444,20.82,1.046,1.008,4.97,48.32,3.01,28.39,60,65.0,,Specific Gravity,BIAB,0.5,18.89,American Pale Ale,1.033
7445,7445,11.36,1.065,1.018,6.18,40.12,35.77,14.2,60,75.0,1.5,Specific Gravity,All Grain,0.35,20.56,American Stout,1.052
7446,7446,43.53,1.051,1.012,5.12,16.91,15.5,49.21,60,70.0,1.25,Specific Gravity,All Grain,1.25,18.89,Blonde Ale,1.045
7447,7447,11.36,1.045,1.01,4.61,66.21,4.65,15.14,60,63.0,,Specific Gravity,BIAB,0.5,18.33,American IPA,1.034
7448,7448,25.0,1.05,1.008,5.52,42.21,6.24,28.4,90,75.0,,Specific Gravity,All Grain,0.35,20.0,American Pale Ale,1.044
7449,7449,26.0,1.058,1.016,5.62,39.41,8.45,30.0,60,90.0,4.0,Specific Gravity,All Grain,1.0,19.0,American Pale Ale,1.051
7450,7450,39.75,1.064,1.012,6.83,61.91,36.39,49.21,60,70.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA,1.052
7451,7451,18.93,1.061,1.011,6.59,60.61,9.82,28.39,60,70.0,1.25,Specific Gravity,All Grain,,,American IPA,1.041
7452,7452,46.0,14.181,3.17623,5.93,41.19,7.16,55.0,90,73.0,3.2,Plato,All Grain,1.0,18.0,American Pale Ale,12.0
7453,7453,10.0,1.065,1.016,6.43,39.87,10.24,20.0,60,65.0,,Specific Gravity,BIAB,,,American IPA,1.033
7454,7454,24.61,1.06,1.015,5.81,36.78,16.48,30.28,60,75.0,1.5,Specific Gravity,All Grain,0.75,18.33,American Amber Ale,1.048
7455,7455,12.1,12.1302,3.4974199999999995,4.62,39.83,12.39,15.1,60,68.0,,Plato,BIAB,,20.0,American Pale Ale,9.8
7456,7456,22.71,1.057,1.017,5.15,50.56,7.53,28.39,60,60.0,1.25,Specific Gravity,All Grain,0.75,18.33,American Pale Ale,1.045
7457,7457,18.93,1.056,1.014,5.51,0.0,5.33,15.14,60,35.0,,Specific Gravity,extract,,,American IPA,1.07
7458,7458,20.0,1.047,1.008,5.01,37.11,5.81,28.5,60,60.0,15.0,Specific Gravity,All Grain,,20.0,American Pale Ale,1.033
7459,7459,22.71,1.0659999999999998,1.013,7.03,76.96,10.98,15.14,60,35.0,,Specific Gravity,extract,,,American IPA,1.099
7460,7460,20.82,1.052,1.013,5.13,18.05,3.96,29.34,60,68.0,,Specific Gravity,BIAB,,20.0,Witbier,1.037
7461,7461,23.0,1.007,1.002,0.72,41.43,12.72,28.0,60,70.0,3.0,Specific Gravity,All Grain,,19.0,Blonde Ale,1.006
7462,7462,45.42,1.052,1.012,5.24,30.4,6.45,51.1,60,70.0,1.5,Specific Gravity,All Grain,,20.0,American Pale Ale,1.047
7463,7463,50.0,1.088,1.023,8.55,21.36,40.3,55.0,60,80.0,3.0,Specific Gravity,All Grain,,20.0,American Light Lager,1.08
7464,7464,20.82,1.058,1.015,5.71,63.48,8.02,11.36,90,35.0,,Specific Gravity,extract,,18.33,American Pale Ale,1.106
7465,7465,20.0,1.06,1.015,5.85,25.57,13.82,25.0,60,75.0,3.5,Specific Gravity,All Grain,,18.0,American Amber Ale,1.048
7466,7466,21.0,1.089,1.021,8.85,112.84,10.77,28.5,90,70.0,3.0,Specific Gravity,All Grain,1.0,22.0,Imperial IPA,1.065
7467,7467,30.0,1.048,1.009,5.04,30.26,12.04,40.0,60,61.0,,Specific Gravity,BIAB,,22.0,American Amber Ale,1.036
7468,7468,4.73,1.077,1.019,7.65,103.86,5.37,8.33,60,60.0,,Specific Gravity,BIAB,1.0,14.44,American IPA,1.044
7469,7469,22.71,1.068,1.012,7.35,57.67,43.15,28.39,60,66.0,1.5,Specific Gravity,All Grain,0.75,18.89,American Stout,1.054
7470,7470,3.79,1.046,1.013,4.31,29.97,10.49,5.68,60,35.0,,Specific Gravity,extract,0.5,,American Amber Ale,1.046
7471,7471,20.0,1.109,1.02,11.74,64.84,8.21,30.0,90,65.0,3.0,Specific Gravity,All Grain,0.5,20.0,American Pale Ale,1.073
7472,7472,18.93,1.0590000000000002,1.012,6.17,122.06,5.31,22.71,60,35.0,,Specific Gravity,extract,,17.78,American IPA,1.0490000000000002
7473,7473,681.37,1.056,1.007,6.41,18.11,4.38,688.94,90,75.0,1.5,Specific Gravity,All Grain,,17.78,American Pale Ale,1.055
7474,7474,18.93,15.9411,5.4677,5.72,40.45,12.5,22.71,60,70.0,1.25,Plato,All Grain,0.75,18.89,American Amber Ale,13.4
7475,7475,20.82,1.057,1.011,5.96,33.48,8.06,28.39,60,70.0,1.5,Specific Gravity,All Grain,,19.44,Saison,1.042
7476,7476,17.03,1.061,1.014,6.06,0.0,10.61,22.71,70,75.0,,Specific Gravity,BIAB,,,American IPA,1.045
7477,7477,20.82,1.052,1.012,5.25,60.76,9.76,25.55,60,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA,1.043
7478,7478,20.82,1.051,1.011,5.19,36.55,10.79,28.39,60,70.0,2.0,Specific Gravity,All Grain,0.5,22.22,American Pale Ale,1.037
7479,7479,20.82,1.06,1.017,5.57,78.57,7.29,28.39,60,66.0,1.33,Specific Gravity,All Grain,,21.11,American IPA,1.044
7480,7480,20.0,1.0659999999999998,1.013,6.99,53.27,13.08,11.0,60,35.0,,Specific Gravity,extract,,,American IPA,1.052
7481,7481,22.0,1.052,1.01,5.44,28.4,6.61,26.0,70,80.0,3.0,Specific Gravity,All Grain,,20.0,American Pale Ale,1.044
7482,7482,20.82,1.074,1.019,7.19,73.03,13.06,20.82,90,40.0,,Specific Gravity,Partial Mash,,21.11,American IPA,1.074
7483,7483,20.82,9.61548,2.05019,4.0,20.57,2.52,28.39,60,70.0,,Plato,BIAB,0.35,20.0,American Light Lager,7.1
7484,7484,20.82,1.05,1.013,4.95,27.78,24.59,28.39,60,75.0,,Specific Gravity,BIAB,,,American Brown Ale,1.037
7485,7485,15.14,1.264,1.0590000000000002,26.85,0.0,6.74,15.14,60,35.0,,Specific Gravity,extract,,,American Light Lager,1.264
7486,7486,1362.75,1.06,1.014,6.08,91.45,11.21,1362.75,60,77.0,1.5,Specific Gravity,All Grain,,,American IPA,1.06
7487,7487,60.57,1.054,1.013,5.41,32.3,3.52,75.71,60,75.0,1.3,Specific Gravity,All Grain,,20.0,Witbier,1.043
7488,7488,21.0,1.0490000000000002,1.011,4.94,91.6,3.28,27.5,60,75.0,,Specific Gravity,BIAB,,16.0,American Pale Ale,1.037
7489,7489,23.0,1.064,1.022,5.52,77.05,9.94,30.0,60,60.0,2.5,Specific Gravity,All Grain,,22.0,American IPA,1.0490000000000002
7490,7490,23.66,1.0659999999999998,1.013,6.95,59.34,8.55,31.23,90,75.0,1.53,Specific Gravity,All Grain,1.25,16.67,American IPA,1.045
7491,7491,24.0,1.065,1.017,6.23,61.91,10.43,25.0,60,80.0,5.5,Specific Gravity,All Grain,,20.0,American Pale Ale,1.062
7492,7492,18.93,1.063,1.012,6.71,72.58,21.75,26.5,60,55.0,1.1,Specific Gravity,All Grain,,21.11,American Brown Ale,1.045
7493,7493,18.93,1.06,1.015,5.91,30.79,6.05,13.25,60,35.0,,Specific Gravity,Partial Mash,0.35,18.89,American Pale Ale,1.085
7494,7494,41.64,1.061,1.014,6.21,66.54,5.91,49.21,60,74.0,,Specific Gravity,BIAB,,,American IPA,1.052
7495,7495,18.93,1.05,1.011,5.15,197.88,16.8,22.71,60,46.0,1.5,Specific Gravity,All Grain,0.35,22.22,American IPA,1.042
7496,7496,18.93,1.06,1.015,5.91,60.65,4.53,20.82,60,58.0,1.5,Specific Gravity,All Grain,,,American IPA,1.055
7497,7497,23.0,1.057,1.014,5.58,45.97,4.55,28.5,60,75.0,5.0,Specific Gravity,All Grain,0.35,20.0,American IPA,1.046
7498,7498,18.93,1.053,1.015,5.0,43.61,5.13,11.36,60,25.0,,Specific Gravity,extract,0.35,15.56,American Pale Ale,1.088
7499,7499,20.82,1.05,1.013,4.85,24.79,6.42,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.75,20.0,Blonde Ale,1.037
7500,7500,24.0,1.061,1.014,6.1,32.59,12.88,27.0,60,78.0,,Specific Gravity,All Grain,0.75,22.0,American Amber Ale,1.046
7501,7501,37.85,1.065,1.016,6.4,46.11,4.39,47.32,60,75.0,1.5,Specific Gravity,All Grain,0.75,,American IPA,1.052
7502,7502,100.0,1.044,1.009,4.57,17.34,5.09,112.0,60,70.0,4.0,Specific Gravity,All Grain,0.75,17.0,Blonde Ale,1.039
7503,7503,20.82,1.052,1.009,5.59,29.8,3.59,28.39,60,70.0,1.5,Specific Gravity,All Grain,,17.78,Blonde Ale,1.038
7504,7504,16.0,1.056,1.013,5.58,28.09,30.29,19.0,60,60.0,3.5,Specific Gravity,All Grain,0.35,20.0,American Brown Ale,1.047
7505,7505,21.0,1.06,1.014,6.04,105.32,4.7,33.0,60,65.0,,Specific Gravity,BIAB,0.5,18.0,American IPA,1.038
7506,7506,79.49,1.077,1.016,8.0,160.19,8.6,90.85,60,70.0,1.5,Specific Gravity,All Grain,0.35,18.89,Imperial IPA,1.067
7507,7507,20.82,1.058,1.012,6.04,26.07,28.88,28.39,60,75.0,,Specific Gravity,BIAB,,18.89,American Brown Ale,1.042
7508,7508,23.0,1.053,1.01,5.58,49.95,6.57,28.0,60,72.0,3.0,Specific Gravity,All Grain,0.5,20.0,American Pale Ale,1.043
7509,7509,20.82,1.05,1.01,5.26,25.66,15.84,28.39,60,35.0,1.5,Specific Gravity,All Grain,1.25,18.33,American Amber Ale,1.037
7510,7510,50.0,1.055,1.01,5.8,33.45,4.36,53.0,60,70.0,,Specific Gravity,BIAB,,18.0,American Pale Ale,1.051
7511,7511,37.85,1.055,1.009,5.98,54.18,4.92,49.21,60,60.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Pale Ale,1.042
7512,7512,5.0,1.047,1.012,4.61,14.87,6.5,6.8,60,60.0,,Specific Gravity,BIAB,,25.0,Witbier,1.034
7513,7513,19.87,1.064,1.015,6.37,49.37,8.04,28.39,60,75.0,,Specific Gravity,Partial Mash,,18.89,American IPA,1.045
7514,7514,21.0,1.0659999999999998,1.019,6.25,49.12,6.13,12.0,60,35.0,,Specific Gravity,Partial Mash,,,American IPA,1.116
7515,7515,21.0,1.054,1.013,5.31,34.0,7.89,27.0,60,70.0,,Specific Gravity,BIAB,,21.0,American Pale Ale,1.042
7516,7516,1000.0,1.046,1.01,4.73,25.48,4.69,1000.0,60,65.0,3.0,Specific Gravity,All Grain,0.75,18.0,American Light Lager,1.046
7517,7517,20.82,1.047,1.011,4.8,22.77,3.37,28.39,60,70.0,,Specific Gravity,BIAB,,20.0,American Pale Ale,1.035
7518,7518,18.93,1.052,1.014,5.04,68.91,8.02,15.14,60,30.0,,Specific Gravity,extract,0.35,21.11,American IPA,1.065
7519,7519,18.93,1.075,1.019,7.35,73.95,9.34,11.36,60,35.0,,Specific Gravity,extract,0.35,22.22,American IPA,1.124
7520,7520,20.0,1.054,1.009,5.82,37.83,4.07,23.8,60,50.0,3.0,Specific Gravity,All Grain,0.35,19.0,Saison,1.045
7521,7521,20.82,1.065,1.015,6.54,51.62,7.01,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.5,20.0,American IPA,1.048
7522,7522,21.0,1.053,1.01,5.74,27.98,11.91,28.5,60,80.0,2.0,Specific Gravity,All Grain,0.5,20.0,Irish Red Ale,1.039
7523,7523,19.87,1.063,1.013,7.0,0.0,13.5,16.81,60,70.0,,Specific Gravity,All Grain,,,American IPA,1.051
7524,7524,20.82,1.057,1.011,6.08,62.96,7.36,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,American IPA,1.042
7525,7525,3.7,1.06,1.015,5.87,17.04,4.16,6.0,60,65.0,1.0,Specific Gravity,All Grain,0.35,18.0,American Pale Ale,1.037
7526,7526,20.82,1.06,1.016,5.8,9.09,10.07,22.71,60,35.0,,Specific Gravity,Partial Mash,,21.11,American Pale Ale,1.055
7527,7527,20.82,1.068,1.015,6.95,66.02,5.97,25.82,60,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA,1.055
7528,7528,18.93,1.0590000000000002,1.01,6.42,58.34,36.99,24.61,75,50.0,,Specific Gravity,BIAB,1.0,21.11,American Stout,1.045
7529,7529,18.93,1.054,1.013,5.44,0.0,12.24,26.5,60,70.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Amber Ale,1.039
7530,7530,22.0,1.063,1.013,6.64,24.99,6.19,30.0,60,74.0,,Specific Gravity,BIAB,,22.0,Saison,1.046
7531,7531,20.8,1.067,1.011,7.35,85.46,10.3,28.4,60,70.0,2.9,Specific Gravity,All Grain,0.75,19.0,American IPA,1.0490000000000002
7532,7532,18.93,1.058,1.013,5.84,54.72,7.01,11.36,60,70.0,,Specific Gravity,Partial Mash,,,American IPA,1.074
7533,7533,18.93,1.047,1.012,4.57,0.0,6.96,21.77,60,75.0,,Specific Gravity,extract,,,American Pale Ale,1.043
7534,7534,18.0,1.063,1.011,6.76,25.41,6.82,23.0,60,70.0,3.5,Specific Gravity,All Grain,0.35,18.0,Blonde Ale,1.0490000000000002
7535,7535,11.36,1.065,1.018,6.13,40.76,8.7,15.9,60,70.0,,Specific Gravity,BIAB,0.75,20.0,American Pale Ale,1.046
7536,7536,18.93,1.083,1.021,8.17,57.82,12.78,28.39,60,70.0,,Specific Gravity,All Grain,,,Blonde Ale,1.055
7537,7537,41.64,1.06,1.011,6.33,67.7,8.8,45.42,60,35.0,,Specific Gravity,extract,,,American IPA,1.055
7538,7538,18.0,1.0759999999999998,1.01,8.59,20.22,10.62,21.0,60,80.0,,Specific Gravity,BIAB,,35.0,Saison,1.065
7539,7539,18.93,1.074,1.014,7.86,100.49,8.03,24.61,60,35.0,,Specific Gravity,extract,0.35,18.33,Imperial IPA,1.057
7540,7540,43.53,1.057,1.013,5.71,35.31,5.5,53.0,90,80.0,1.33,Specific Gravity,All Grain,,18.33,American Pale Ale,1.047
7541,7541,20.82,1.056,1.012,5.78,37.59,10.95,28.39,60,75.0,1.5,Specific Gravity,All Grain,1.0,20.0,American Amber Ale,1.041
7542,7542,22.71,1.056,1.008,6.33,32.53,3.88,28.39,90,80.0,1.3,Specific Gravity,All Grain,0.75,21.11,Saison,1.045
7543,7543,20.82,1.06,1.012,6.31,165.78,5.39,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.35,16.67,American IPA,1.044
7544,7544,18.93,1.092,1.022,9.24,58.72,44.46,11.36,60,35.0,,Specific Gravity,extract,0.35,20.0,American Pale Ale,1.153
7545,7545,20.82,1.079,1.017,8.17,31.41,40.0,28.39,60,50.0,1.5,Specific Gravity,All Grain,,20.0,American Stout,1.058
7546,7546,21.77,1.069,1.013,7.29,93.48,7.52,29.34,60,75.0,1.25,Specific Gravity,All Grain,0.5,20.0,American IPA,1.051
7547,7547,56.78,1.001,1.0,0.14,0.0,0.14,62.46,90,50.0,,Specific Gravity,Partial Mash,0.35,20.0,American IPA,1.001
7548,7548,21.77,1.051,1.012,5.05,28.45,4.51,26.5,60,71.0,,Specific Gravity,All Grain,,,Blonde Ale,1.04
7549,7549,25.0,1.043,1.011,4.23,16.19,4.02,35.0,60,75.0,3.0,Specific Gravity,All Grain,,,American Light Lager,1.031
7550,7550,23.0,1.051,1.005,6.11,31.24,5.61,28.5,90,70.0,,Specific Gravity,BIAB,,25.0,Saison,1.041
7551,7551,11.0,1.07,1.013,7.48,60.77,11.16,19.0,60,60.0,,Specific Gravity,BIAB,,24.0,American IPA,1.04
7552,7552,20.82,1.057,1.013,5.98,49.0,7.37,28.39,60,70.0,,Specific Gravity,BIAB,0.35,18.33,American IPA,1.042
7553,7553,25.0,1.061,1.012,6.46,44.47,5.64,18.0,60,35.0,,Specific Gravity,extract,0.5,21.0,American IPA,1.084
7554,7554,20.82,1.071,1.02,6.72,70.4,5.96,28.39,60,75.0,1.5,Specific Gravity,All Grain,,,American IPA,1.052
7555,7555,39.75,1.057,1.014,5.58,58.47,3.82,45.42,60,70.0,1.5,Specific Gravity,All Grain,,,American Light Lager,1.05
7556,7556,15.0,1.044,1.007,4.86,55.13,8.57,23.0,60,70.0,2.5,Specific Gravity,All Grain,,19.0,American IPA,1.029
7557,7557,22.71,1.048,1.011,4.85,46.92,4.89,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,Blonde Ale,1.038
7558,7558,21.0,1.052,1.015,4.92,55.83,8.31,28.5,90,65.0,,Specific Gravity,All Grain,0.35,20.0,American Pale Ale,1.038
7559,7559,20.0,1.053,1.012,5.43,28.42,6.63,20.0,60,35.0,,Specific Gravity,Partial Mash,,22.0,American Pale Ale,1.053
